Time EST,Hourly alternating current system output(Wac),Hourly plane of array irradiance(W/m2),Hourly beam normal irradiance(W/m2),Hourly direct current array output(Wdc),Hourly diffuse irradiance(W/m2),Hourly ambient temperature(C),Hourly module temperature(C),Hourly windspeed(m/s),Hourly albedo values
2024-04-01 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.2,-10.2,2.6,0.13
2024-04-01 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.4,-10.4,2.7,0.13
2024-04-01 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.5,-10.5,2.9,0.13
2024-04-02 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.6,-10.6,3.0,0.13
2024-04-02 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.9,-10.9,2.8,0.13
2024-04-02 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-11.2,-11.2,2.4,0.13
2024-04-02 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-11.3,-11.3,2.1,0.13
2024-04-02 04:08:26.541229-04:00,0.168,9.654,121.0,0.277,9.0,-10.5,-10.324,2.4,0.13
2024-04-02 05:08:26.541229-04:00,5.715,148.199,662.0,6.042,40.0,-8.8,-6.104,3.1,0.13
2024-04-02 06:08:26.541229-04:00,14.729,306.396,832.0,15.409,56.0,-7.3,-1.867,3.7,0.13
2024-04-02 07:08:26.541229-04:00,20.52,401.489,800.0,21.427,80.0,-6.4,0.436,4.1,0.13
2024-04-02 08:08:26.541229-04:00,18.901,365.378,465.0,19.745,152.0,-5.9,0.256,4.2,0.13
2024-04-02 09:08:26.541229-04:00,18.217,352.599,388.0,19.034,171.0,-5.6,0.34,4.2,0.13
2024-04-02 10:08:26.541229-04:00,18.09,352.077,546.0,18.903,118.0,-5.3,0.542,4.3,0.13
2024-04-02 11:08:26.541229-04:00,10.889,217.311,257.0,11.419,129.0,-5.3,-1.713,4.3,0.13
2024-04-02 12:08:26.541229-04:00,3.41,75.565,126.0,3.647,48.0,-5.4,-4.174,4.3,0.13
2024-04-02 13:08:26.541229-04:00,0.715,38.326,276.0,0.846,22.0,-5.8,-5.371,4.1,0.13
2024-04-02 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-6.6,-6.6,3.8,0.13
2024-04-02 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.1,-7.1,3.7,0.13
2024-04-02 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.7,-7.7,4.6,0.13
2024-04-02 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-8.1,-8.1,4.8,0.13
2024-04-02 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-8.8,-8.8,4.7,0.13
2024-04-02 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.5,-9.5,4.6,0.13
2024-04-02 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.0,-10.0,4.6,0.13
2024-04-02 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.4,-10.4,4.4,0.13
2024-04-02 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.7,-10.7,4.2,0.13
2024-04-02 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.9,-10.9,4.0,0.13
2024-04-03 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-11.1,-11.1,4.0,0.13
2024-04-03 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-11.2,-11.2,3.9,0.13
2024-04-03 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-11.3,-11.3,3.9,0.13
2024-04-03 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-11.5,-11.5,3.9,0.13
2024-04-03 04:08:26.541229-04:00,0.168,9.638,125.0,0.278,9.0,-11.0,-10.869,4.2,0.13
2024-04-03 05:08:26.541229-04:00,5.679,147.59,677.0,6.005,37.0,-9.9,-7.783,4.7,0.13
2024-04-03 06:08:26.541229-04:00,14.63,302.609,832.0,15.306,52.0,-8.6,-3.812,4.5,0.13
2024-04-03 07:08:26.541229-04:00,21.849,426.06,902.0,22.808,63.0,-7.4,-0.248,4.2,0.13
2024-04-03 08:08:26.541229-04:00,25.835,497.95,937.0,26.951,67.0,-6.2,2.571,3.9,0.13
2024-04-03 09:08:26.541229-04:00,26.417,510.126,946.0,27.555,66.0,-5.2,3.925,3.8,0.13
2024-04-03 10:08:26.541229-04:00,23.626,461.507,928.0,24.655,62.0,-4.6,3.63,3.8,0.13
2024-04-03 11:08:26.541229-04:00,17.573,357.487,875.0,18.365,55.0,-4.3,2.299,3.5,0.13
2024-04-03 12:08:26.541229-04:00,8.973,209.889,755.0,9.428,43.0,-4.9,-0.652,2.7,0.13
2024-04-03 13:08:26.541229-04:00,0.908,51.594,443.0,1.046,23.0,-6.3,-5.505,1.7,0.13
2024-04-03 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.3,-7.3,1.5,0.13
2024-04-03 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.6,-7.6,1.5,0.13
2024-04-03 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-8.2,-8.2,1.7,0.13
2024-04-03 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-8.5,-8.5,1.8,0.13
2024-04-03 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-8.9,-8.9,1.8,0.13
2024-04-03 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.2,-9.2,1.7,0.13
2024-04-03 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.6,-9.6,1.6,0.13
2024-04-03 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.9,-9.9,1.4,0.13
2024-04-03 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.1,-10.1,1.3,0.13
2024-04-03 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.2,-10.2,1.2,0.13
2024-04-04 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.2,-10.2,1.0,0.13
2024-04-04 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.7,0.13
2024-04-04 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.9,-9.9,0.5,0.13
2024-04-04 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.8,-9.8,0.6,0.13
2024-04-04 04:08:26.541229-04:00,0.135,8.403,84.0,0.243,8.0,-9.0,-8.779,0.8,0.13
2024-04-04 05:08:26.541229-04:00,4.342,106.682,347.0,4.616,50.0,-7.2,-4.357,1.3,0.13
2024-04-04 06:08:26.541229-04:00,14.095,297.031,786.0,14.75,60.0,-5.2,2.183,1.8,0.13
2024-04-04 07:08:26.541229-04:00,16.571,329.449,507.0,17.324,125.0,-3.5,4.186,2.2,0.13
2024-04-04 08:08:26.541229-04:00,14.583,289.216,200.0,15.258,197.0,-2.0,4.387,2.5,0.13
2024-04-04 09:08:26.541229-04:00,15.263,303.385,211.0,15.964,204.0,-1.0,5.58,2.6,0.13
2024-04-04 10:08:26.541229-04:00,19.975,399.27,669.0,20.861,110.0,-0.3,9.22,2.1,0.13
2024-04-04 11:08:26.541229-04:00,16.278,337.638,755.0,17.019,75.0,-0.3,8.551,1.6,0.13
2024-04-04 12:08:26.541229-04:00,7.104,162.846,438.0,7.485,65.0,-1.0,3.556,1.2,0.13
2024-04-04 13:08:26.541229-04:00,0.734,33.552,128.0,0.866,26.0,-2.0,-1.229,1.0,0.13
2024-04-04 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.9,-2.9,1.2,0.13
2024-04-04 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-3.4,-3.4,1.3,0.13
2024-04-04 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-3.6,-3.6,1.6,0.5
2024-04-04 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-3.6,-3.6,1.7,0.5
2024-04-04 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-3.7,-3.7,1.7,0.5
2024-04-04 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-3.8,-3.8,1.9,0.5
2024-04-04 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-3.9,-3.9,2.4,0.5
2024-04-04 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-4.1,-4.1,3.2,0.5
2024-04-04 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-4.4,-4.4,4.0,0.5
2024-04-04 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-4.7,-4.7,4.4,0.5
2024-04-05 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-4.8,-4.8,4.8,0.5
2024-04-05 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-4.8,-4.8,5.5,0.5
2024-04-05 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-4.9,-4.9,6.3,0.5
2024-04-05 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-5.1,-5.1,7.2,0.5
2024-04-05 04:08:26.541229-04:00,0.012,4.072,16.0,0.116,4.0,-5.5,-5.463,7.9,0.5
2024-04-05 05:08:26.541229-04:00,3.432,76.673,102.0,3.67,60.0,-5.5,-4.715,8.5,0.5
2024-04-05 06:08:26.541229-04:00,3.763,77.478,38.0,4.014,66.0,-5.3,-4.516,8.9,0.5
2024-04-05 07:08:26.541229-04:00,5.873,117.404,1.0,6.207,117.0,-5.0,-3.81,8.9,0.5
2024-04-05 08:08:26.541229-04:00,9.165,180.796,32.0,9.627,166.0,-4.7,-2.852,8.8,0.5
2024-04-05 09:08:26.541229-04:00,9.102,180.036,17.0,9.561,172.0,-4.4,-2.529,8.6,0.5
2024-04-05 10:08:26.541229-04:00,7.141,142.344,10.0,7.524,138.0,-4.1,-2.594,8.4,0.5
2024-04-05 11:08:26.541229-04:00,6.768,135.053,23.0,7.136,127.0,-3.9,-2.458,8.3,0.5
2024-04-05 12:08:26.541229-04:00,6.795,150.665,366.0,7.165,68.0,-4.1,-2.526,8.2,0.5
2024-04-05 13:08:26.541229-04:00,0.841,36.322,160.0,0.977,26.0,-4.9,-4.6,8.2,0.5
2024-04-05 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-5.8,-5.8,8.0,0.5
2024-04-05 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-6.2,-6.2,8.0,0.5
2024-04-05 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.2,-7.2,8.2,0.5
2024-04-05 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-8.0,-8.0,8.3,0.5
2024-04-05 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.0,-9.0,8.0,0.5
2024-04-05 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.8,-9.8,7.7,0.5
2024-04-05 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.2,-10.2,7.5,0.5
2024-04-05 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.3,-10.3,7.3,0.5
2024-04-05 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.5,-10.5,7.2,0.5
2024-04-05 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.7,-10.7,7.1,0.5
2024-04-06 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.9,-10.9,7.0,0.5
2024-04-06 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-11.1,-11.1,6.8,0.5
2024-04-06 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-11.5,-11.5,6.6,0.5
2024-04-06 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-12.0,-12.0,6.3,0.5
2024-04-06 04:08:26.541229-04:00,0.138,8.443,94.0,0.247,8.0,-11.9,-11.811,6.4,0.5
2024-04-06 05:08:26.541229-04:00,5.27,131.307,521.0,5.579,46.0,-11.1,-9.631,7.0,0.5
2024-04-06 06:08:26.541229-04:00,15.544,316.814,832.0,16.257,65.0,-10.1,-6.488,7.4,0.5
2024-04-06 07:08:26.541229-04:00,23.237,446.429,902.0,24.251,81.0,-9.1,-4.021,7.6,0.5
2024-04-06 08:08:26.541229-04:00,27.641,523.57,950.0,28.827,83.0,-8.2,-2.214,7.6,0.5
2024-04-06 09:08:26.541229-04:00,26.801,506.865,906.0,27.955,77.0,-7.8,-2.001,7.6,0.5
2024-04-06 10:08:26.541229-04:00,25.301,483.337,924.0,26.396,80.0,-7.7,-2.185,7.6,0.5
2024-04-06 11:08:26.541229-04:00,17.713,350.776,822.0,18.51,61.0,-8.1,-4.061,7.4,0.5
2024-04-06 12:08:26.541229-04:00,9.905,221.888,735.0,10.397,54.0,-8.9,-6.335,7.0,0.5
2024-04-06 13:08:26.541229-04:00,1.298,57.479,410.0,1.453,28.0,-9.8,-9.272,6.4,0.5
2024-04-06 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.2,-10.2,6.0,0.5
2024-04-06 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.3,-10.3,5.9,0.5
2024-04-06 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.5,-10.5,5.7,0.5
2024-04-06 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.5,-10.5,5.6,0.5
2024-04-06 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.7,-10.7,5.6,0.5
2024-04-06 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.9,-10.9,5.6,0.5
2024-04-06 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-11.1,-11.1,5.5,0.5
2024-04-06 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-11.4,-11.4,5.3,0.5
2024-04-06 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-11.8,-11.8,5.0,0.5
2024-04-06 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-12.3,-12.3,4.7,0.5
2024-04-07 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-12.6,-12.6,4.7,0.5
2024-04-07 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-13.0,-13.0,4.7,0.5
2024-04-07 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-13.4,-13.4,4.9,0.5
2024-04-07 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-13.3,-13.3,5.0,0.5
2024-04-07 04:08:26.541229-04:00,0.139,8.494,103.0,0.248,8.0,-12.9,-12.802,5.5,0.5
2024-04-07 05:08:26.541229-04:00,5.85,148.331,648.0,6.182,42.0,-12.1,-10.272,6.0,0.5
2024-04-07 06:08:26.541229-04:00,15.733,320.173,851.0,16.453,62.0,-11.0,-6.96,6.4,0.5
2024-04-07 07:08:26.541229-04:00,23.242,446.115,916.0,24.256,74.0,-9.8,-4.192,6.6,0.5
2024-04-07 08:08:26.541229-04:00,27.649,523.396,953.0,28.835,80.0,-8.8,-2.257,6.7,0.5
2024-04-07 09:08:26.541229-04:00,27.496,519.997,909.0,28.677,87.0,-8.3,-1.927,6.9,0.5
2024-04-07 10:08:26.541229-04:00,25.42,484.968,898.0,26.519,91.0,-8.3,-2.432,7.0,0.5
2024-04-07 11:08:26.541229-04:00,18.877,372.476,838.0,19.72,75.0,-8.5,-3.99,6.9,0.5
2024-04-07 12:08:26.541229-04:00,10.226,227.194,728.0,10.73,59.0,-9.1,-6.328,6.5,0.5
2024-04-07 13:08:26.541229-04:00,1.465,60.552,421.0,1.626,29.0,-9.6,-8.986,5.9,0.5
2024-04-07 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.9,-9.9,5.4,0.5
2024-04-07 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.0,-10.0,5.3,0.5
2024-04-07 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.6,-10.6,4.7,0.5
2024-04-07 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-11.6,-11.6,3.9,0.5
2024-04-07 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-12.5,-12.5,3.4,0.5
2024-04-07 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-13.0,-13.0,3.3,0.5
2024-04-07 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-13.4,-13.4,3.1,0.5
2024-04-07 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-13.9,-13.9,2.9,0.5
2024-04-07 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-14.3,-14.3,2.7,0.5
2024-04-07 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-14.7,-14.7,2.4,0.5
2024-04-08 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-15.2,-15.2,2.2,0.5
2024-04-08 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-15.5,-15.5,2.1,0.5
2024-04-08 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-15.7,-15.7,1.9,0.5
2024-04-08 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-15.8,-15.8,1.7,0.5
2024-04-08 04:08:26.541229-04:00,0.172,9.638,128.0,0.282,9.0,-14.6,-14.406,1.9,0.5
2024-04-08 05:08:26.541229-04:00,5.827,148.301,646.0,6.159,42.0,-12.3,-8.922,1.9,0.5
2024-04-08 06:08:26.541229-04:00,15.164,314.704,834.0,15.861,61.0,-10.4,-1.218,1.1,0.5
2024-04-08 07:08:26.541229-04:00,22.198,439.268,894.0,23.171,75.0,-9.0,4.717,0.9,0.5
2024-04-08 08:08:26.541229-04:00,23.972,465.972,816.0,25.015,85.0,-7.7,4.945,1.5,0.5
2024-04-08 09:08:26.541229-04:00,23.316,451.788,748.0,24.333,94.0,-6.6,4.425,2.0,0.5
2024-04-08 10:08:26.541229-04:00,20.564,400.711,700.0,21.473,92.0,-6.0,2.859,2.5,0.5
2024-04-08 11:08:26.541229-04:00,14.721,294.856,559.0,15.401,95.0,-5.9,0.338,2.7,0.5
2024-04-08 12:08:26.541229-04:00,7.943,176.588,486.0,8.358,63.0,-6.3,-2.464,2.4,0.5
2024-04-08 13:08:26.541229-04:00,1.244,42.303,163.0,1.395,30.0,-7.1,-6.242,2.1,0.5
2024-04-08 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.5,-7.5,2.4,0.5
2024-04-08 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.5,-7.5,2.8,0.5
2024-04-08 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-8.5,-8.5,3.0,0.5
2024-04-08 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.1,-9.1,3.0,0.5
2024-04-08 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.4,-9.4,3.0,0.5
2024-04-08 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.6,-9.6,3.1,0.5
2024-04-08 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.6,-9.6,3.1,0.5
2024-04-08 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.7,-9.7,3.1,0.5
2024-04-08 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.6,-9.6,2.9,0.5
2024-04-08 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.5,-9.5,2.9,0.5
2024-04-09 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.1,-9.1,2.9,0.5
2024-04-09 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-8.9,-8.9,2.8,0.5
2024-04-09 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-8.9,-8.9,2.7,0.5
2024-04-09 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-8.9,-8.9,2.9,0.5
2024-04-09 04:08:26.541229-04:00,0.043,5.114,23.0,0.148,5.0,-8.2,-8.118,3.3,0.5
2024-04-09 05:08:26.541229-04:00,2.534,55.768,41.0,2.736,49.0,-6.5,-5.522,3.8,0.5
2024-04-09 06:08:26.541229-04:00,7.6,153.971,131.0,8.001,114.0,-4.5,-1.771,3.8,0.5
2024-04-09 07:08:26.541229-04:00,17.884,354.625,618.0,18.688,102.0,-2.3,4.305,3.5,0.5
2024-04-09 08:08:26.541229-04:00,17.828,352.562,396.0,18.63,167.0,-0.3,6.497,3.3,0.5
2024-04-09 09:08:26.541229-04:00,16.324,325.101,250.0,17.067,205.0,0.8,7.063,3.3,0.5
2024-04-09 10:08:26.541229-04:00,15.897,317.436,328.0,16.623,172.0,1.1,7.213,3.3,0.5
2024-04-09 11:08:26.541229-04:00,10.203,207.144,167.0,10.706,147.0,0.7,4.877,3.0,0.5
2024-04-09 12:08:26.541229-04:00,4.65,97.513,36.0,4.936,89.0,0.1,2.03,3.1,0.5
2024-04-09 13:08:26.541229-04:00,0.983,28.361,5.0,1.125,28.0,-0.4,0.094,3.5,0.5
2024-04-09 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,3.6,0.5
2024-04-09 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-0.4,-0.4,3.6,0.5
2024-04-09 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.5
2024-04-09 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.5
2024-04-09 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-0.3,-0.3,3.1,0.5
2024-04-09 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.6,0.5
2024-04-09 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.5,-1.5,2.2,0.5
2024-04-09 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.6,-1.6,2.1,0.5
2024-04-09 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.4,-1.4,2.2,0.5
2024-04-09 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.4,-1.4,2.3,0.5
2024-04-10 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.6,-1.6,2.2,0.5
2024-04-10 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.7,-1.7,2.0,0.5
2024-04-10 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.1,-2.1,1.9,0.5
2024-04-10 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.2,-2.2,1.9,0.5
2024-04-10 04:08:26.541229-04:00,0.156,9.486,97.0,0.265,9.0,-1.1,-0.915,2.1,0.5
2024-04-10 05:08:26.541229-04:00,5.4,142.443,588.0,5.715,45.0,1.3,4.258,2.4,0.5
2024-04-10 06:08:26.541229-04:00,12.747,274.919,702.0,13.349,60.0,3.5,9.356,2.6,0.5
2024-04-10 07:08:26.541229-04:00,12.731,259.938,229.0,13.333,166.0,5.2,10.28,3.2,0.5
2024-04-10 08:08:26.541229-04:00,17.586,355.876,376.0,18.378,179.0,6.4,12.751,3.8,0.5
2024-04-10 09:08:26.541229-04:00,19.521,393.911,522.0,20.39,142.0,7.0,14.04,3.8,0.5
2024-04-10 10:08:26.541229-04:00,20.872,424.091,756.0,21.793,87.0,7.2,15.248,3.4,0.5
2024-04-10 11:08:26.541229-04:00,17.415,365.723,815.0,18.201,70.0,6.3,14.468,2.4,0.5
2024-04-10 12:08:26.541229-04:00,9.22,214.897,664.0,9.684,56.0,4.0,9.473,1.6,0.5
2024-04-10 13:08:26.541229-04:00,1.677,63.6,410.0,1.846,29.0,2.1,3.488,1.5,0.5
2024-04-10 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.5,0.5
2024-04-10 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.8,1.8,1.4,0.5
2024-04-10 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.2,2.2,1.2,0.13
2024-04-10 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.1,2.1,1.2,0.13
2024-04-10 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.2,0.13
2024-04-10 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.3,0.13
2024-04-10 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,1.4,0.13
2024-04-10 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-0.7,-0.7,1.7,0.13
2024-04-10 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.1,-1.1,2.0,0.13
2024-04-10 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.3,-1.3,2.3,0.13
2024-04-11 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.5,-1.5,2.5,0.13
2024-04-11 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.8,-1.8,2.5,0.13
2024-04-11 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.1,-2.1,2.2,0.13
2024-04-11 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.6,-2.6,1.8,0.13
2024-04-11 04:08:26.541229-04:00,0.127,8.359,66.0,0.235,8.0,-1.9,-1.73,1.9,0.13
2024-04-11 05:08:26.541229-04:00,3.293,73.99,72.0,3.525,62.0,-0.1,1.595,2.2,0.13
2024-04-11 06:08:26.541229-04:00,8.306,172.86,172.0,8.735,120.0,1.9,5.914,2.2,0.13
2024-04-11 07:08:26.541229-04:00,9.667,197.589,84.0,10.149,163.0,3.6,8.041,2.4,0.13
2024-04-11 08:08:26.541229-04:00,12.505,254.413,166.0,13.098,176.0,4.7,10.318,2.5,0.13
2024-04-11 09:08:26.541229-04:00,14.015,284.343,242.0,14.667,167.0,5.3,11.472,2.6,0.13
2024-04-11 10:08:26.541229-04:00,12.913,263.757,160.0,13.523,192.0,5.4,11.222,2.5,0.13
2024-04-11 11:08:26.541229-04:00,5.925,123.604,29.0,6.261,113.0,4.8,7.865,1.9,0.13
2024-04-11 12:08:26.541229-04:00,1.6,36.0,0.0,1.766,36.0,3.3,4.296,1.4,0.13
2024-04-11 13:08:26.541229-04:00,0.685,25.265,117.0,0.815,15.0,2.0,2.591,1.5,0.13
2024-04-11 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.9,0.13
2024-04-11 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.6,1.6,2.0,0.13
2024-04-11 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.8,1.8,2.2,0.13
2024-04-11 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.7,1.7,2.0,0.13
2024-04-11 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.8,0.13
2024-04-11 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.8,0.13
2024-04-11 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.3,1.3,2.0,0.13
