Time EST,Hourly alternating current system output(Wac),Hourly plane of array irradiance(W/m2),Hourly beam normal irradiance(W/m2),Hourly direct current array output(Wdc),Hourly diffuse irradiance(W/m2),Hourly ambient temperature(C),Hourly module temperature(C),Hourly windspeed(m/s),Hourly albedo values
2024-10-14 05:08:26.541229-04:00,21.444,483.375,366.0,22.387,251.0,29.0,40.751,2.0,0.15
2024-10-14 06:08:26.541229-04:00,31.551,733.427,704.0,32.89,187.0,31.0,49.584,1.8,0.15
2024-10-14 07:08:26.541229-04:00,35.69,845.218,708.0,37.191,222.0,32.0,52.515,2.0,0.15
2024-10-14 08:08:26.541229-04:00,34.568,822.347,461.0,36.026,389.0,33.0,51.071,2.5,0.15
2024-10-14 09:08:26.541229-04:00,36.06,860.98,494.0,37.576,391.0,34.0,51.932,2.8,0.15
2024-10-14 10:08:26.541229-04:00,26.756,631.229,194.0,27.908,454.0,34.0,46.893,2.9,0.15
2024-10-14 11:08:26.541229-04:00,28.313,662.796,364.0,29.526,361.0,34.0,47.817,2.8,0.15
2024-10-14 12:08:26.541229-04:00,24.535,563.673,413.0,25.6,273.0,33.0,45.208,2.6,0.15
2024-10-14 13:08:26.541229-04:00,17.937,404.275,363.0,18.743,206.0,32.0,41.282,2.3,0.15
2024-10-14 14:08:26.541229-04:00,10.396,238.527,203.0,10.907,164.0,31.0,37.159,1.7,0.15
2024-10-14 15:08:26.541229-04:00,3.473,87.226,85.0,3.713,72.0,29.0,31.486,1.2,0.15
2024-10-14 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.2,0.15
2024-10-14 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,26.0,26.0,1.2,0.15
2024-10-14 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,25.0,25.0,1.2,0.15
2024-10-14 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,24.0,24.0,1.2,0.15
2024-10-14 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,24.0,24.0,1.2,0.15
2024-10-14 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,1.1,0.15
2024-10-14 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,1.1,0.15
2024-10-14 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,22.0,22.0,1.0,0.15
2024-10-15 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,22.0,22.0,1.0,0.15
2024-10-15 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,22.0,22.0,1.2,0.15
2024-10-15 02:08:26.541229-04:00,1.293,40.126,77.0,1.447,33.0,23.0,23.99,1.6,0.15
2024-10-15 03:08:26.541229-04:00,5.531,127.365,80.0,5.851,105.0,25.0,28.211,1.8,0.15
2024-10-15 04:08:26.541229-04:00,16.805,373.49,464.0,17.567,158.0,27.0,37.353,1.4,0.15
2024-10-15 05:08:26.541229-04:00,24.293,552.52,566.0,25.349,194.0,29.0,45.054,1.2,0.15
2024-10-15 06:08:26.541229-04:00,30.17,705.542,624.0,31.455,222.0,30.0,50.456,1.2,0.15
2024-10-15 07:08:26.541229-04:00,33.848,812.444,617.0,35.278,270.0,31.0,55.094,1.1,0.15
2024-10-15 08:08:26.541229-04:00,36.252,880.366,634.0,37.776,285.0,31.0,57.089,1.1,0.15
2024-10-15 09:08:26.541229-04:00,32.116,777.343,377.0,33.478,419.0,32.0,54.426,1.2,0.15
2024-10-15 10:08:26.541229-04:00,23.628,562.264,123.0,24.657,450.0,32.0,47.804,1.3,0.15
2024-10-15 11:08:26.541229-04:00,4.856,117.0,0.0,5.149,117.0,31.0,34.365,1.2,0.15
2024-10-15 12:08:26.541229-04:00,9.927,231.731,11.0,10.419,224.0,31.0,37.848,1.1,0.15
2024-10-15 13:08:26.541229-04:00,5.862,137.0,0.0,6.195,137.0,30.0,34.162,1.0,0.15
2024-10-15 14:08:26.541229-04:00,3.247,77.0,0.0,3.477,77.0,29.0,31.472,0.8,0.15
2024-10-15 15:08:26.541229-04:00,1.795,45.0,0.0,1.968,45.0,28.0,29.52,0.6,0.15
2024-10-15 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.6,0.15
2024-10-15 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.6,0.15
2024-10-15 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.7,0.15
2024-10-15 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,24.0,24.0,1.0,0.15
2024-10-15 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,1.4,0.15
2024-10-15 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.0,0.15
2024-10-15 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,21.0,21.0,2.3,0.15
2024-10-15 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,20.0,20.0,2.4,0.15
2024-10-16 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,19.0,19.0,2.3,0.15
2024-10-16 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,19.0,19.0,2.3,0.15
2024-10-16 02:08:26.541229-04:00,1.377,46.738,174.0,1.534,31.0,20.0,20.921,2.5,0.15
2024-10-16 03:08:26.541229-04:00,8.842,209.035,472.0,9.292,78.0,23.0,27.787,2.2,0.15
2024-10-16 04:08:26.541229-04:00,18.195,400.972,644.0,19.011,103.0,27.0,36.58,2.1,0.15
2024-10-16 05:08:26.541229-04:00,26.147,587.358,738.0,27.275,121.0,29.0,43.62,1.9,0.15
2024-10-16 06:08:26.541229-04:00,32.11,749.567,797.0,33.472,133.0,31.0,51.292,1.5,0.15
2024-10-16 07:08:26.541229-04:00,35.848,868.117,819.0,37.356,149.0,32.0,58.442,1.0,0.15
2024-10-16 08:08:26.541229-04:00,37.414,939.046,839.0,38.983,152.0,33.0,65.733,0.5,0.15
2024-10-16 09:08:26.541229-04:00,37.495,952.516,843.0,39.067,152.0,33.0,68.247,0.3,0.15
2024-10-16 10:08:26.541229-04:00,36.184,902.667,809.0,37.706,165.0,34.0,64.581,0.6,0.15
2024-10-16 11:08:26.541229-04:00,33.182,799.894,765.0,34.586,167.0,34.0,57.77,1.1,0.15
2024-10-16 12:08:26.541229-04:00,28.015,651.664,692.0,29.216,166.0,33.0,50.65,1.5,0.15
2024-10-16 13:08:26.541229-04:00,20.956,472.571,582.0,21.881,156.0,32.0,44.017,1.8,0.15
2024-10-16 14:08:26.541229-04:00,11.277,260.521,402.0,11.822,114.0,31.0,37.712,1.7,0.15
2024-10-16 15:08:26.541229-04:00,3.648,93.185,126.0,3.894,71.0,29.0,31.461,1.5,0.15
2024-10-16 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2.1,0.15
2024-10-16 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,26.0,26.0,2.7,0.15
2024-10-16 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,26.0,26.0,2.8,0.15
2024-10-16 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,25.0,25.0,2.6,0.15
2024-10-16 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,25.0,25.0,2.4,0.15
2024-10-16 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,24.0,24.0,2.2,0.15
2024-10-16 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,24.0,24.0,2.1,0.15
2024-10-16 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,24.0,24.0,2.0,0.15
2024-10-17 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,1.9,0.15
2024-10-17 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.0,0.15
2024-10-17 02:08:26.541229-04:00,0.886,27.0,0.0,1.024,27.0,24.0,24.591,2.3,0.15
2024-10-17 03:08:26.541229-04:00,0.346,11.0,0.0,0.462,11.0,26.0,26.247,2.4,0.15
2024-10-17 04:08:26.541229-04:00,7.221,163.531,12.0,7.608,158.0,27.0,30.816,2.2,0.15
2024-10-17 05:08:26.541229-04:00,24.186,545.127,557.0,25.237,194.0,29.0,42.835,1.8,0.15
2024-10-17 06:08:26.541229-04:00,21.362,494.288,170.0,22.302,363.0,30.0,43.013,1.6,0.15
2024-10-17 07:08:26.541229-04:00,28.738,677.528,345.0,29.967,375.0,31.0,48.841,1.6,0.15
2024-10-17 08:08:26.541229-04:00,27.845,661.907,208.0,29.04,467.0,32.0,48.654,1.8,0.15
2024-10-17 09:08:26.541229-04:00,20.972,496.816,62.0,21.897,438.0,33.0,44.97,2.0,0.15
2024-10-17 10:08:26.541229-04:00,10.782,253.931,12.0,11.308,243.0,32.0,37.995,2.1,0.15
2024-10-17 11:08:26.541229-04:00,27.391,639.73,324.0,28.568,372.0,32.0,46.887,2.2,0.15
2024-10-17 12:08:26.541229-04:00,24.337,559.497,406.0,25.394,275.0,32.0,45.319,2.1,0.15
2024-10-17 13:08:26.541229-04:00,19.293,433.604,471.0,20.152,178.0,31.0,42.017,1.8,0.15
2024-10-17 14:08:26.541229-04:00,11.414,263.562,423.0,11.965,110.0,30.0,37.428,1.3,0.15
2024-10-17 15:08:26.541229-04:00,3.704,95.416,140.0,3.952,71.0,29.0,32.067,0.7,0.15
2024-10-17 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.4,0.15
2024-10-17 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.4,0.15
2024-10-17 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.5,0.15
2024-10-17 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.7,0.15
2024-10-17 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.9,0.15
2024-10-17 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,24.0,24.0,1.1,0.15
2024-10-17 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,24.0,24.0,1.2,0.15
2024-10-17 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,1.2,0.15
2024-10-18 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,1.1,0.15
2024-10-18 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,1.4,0.15
2024-10-18 02:08:26.541229-04:00,1.118,38.024,94.0,1.265,30.0,24.0,24.839,2.0,0.15
2024-10-18 03:08:26.541229-04:00,8.033,189.836,332.0,8.451,99.0,26.0,30.203,2.4,0.15
2024-10-18 04:08:26.541229-04:00,14.476,322.352,334.0,15.146,169.0,29.0,35.995,2.6,0.15
2024-10-18 05:08:26.541229-04:00,22.443,505.199,444.0,23.425,226.0,31.0,41.398,2.9,0.15
2024-10-18 06:08:26.541229-04:00,3.762,92.0,0.0,4.013,92.0,33.0,34.757,3.3,0.15
2024-10-18 07:08:26.541229-04:00,25.169,587.752,179.0,26.259,431.0,34.0,44.563,3.7,0.15
2024-10-18 08:08:26.541229-04:00,31.698,743.198,325.0,33.043,439.0,34.0,46.606,4.1,0.15
2024-10-18 09:08:26.541229-04:00,21.367,501.65,64.0,22.307,441.0,35.0,42.919,4.6,0.15
2024-10-18 10:08:26.541229-04:00,8.625,205.279,8.0,9.067,198.0,35.0,38.076,5.0,0.15
2024-10-18 11:08:26.541229-04:00,3.047,76.0,0.0,3.27,76.0,34.0,35.06,5.6,0.15
2024-10-18 12:08:26.541229-04:00,6.534,154.0,0.0,6.893,154.0,33.0,35.033,6.1,0.15
2024-10-18 13:08:26.541229-04:00,18.596,411.999,399.0,19.428,196.0,32.0,37.674,5.8,0.15
2024-10-18 14:08:26.541229-04:00,10.452,237.978,307.0,10.965,127.0,30.0,33.878,4.4,0.15
2024-10-18 15:08:26.541229-04:00,3.605,94.213,175.0,3.85,64.0,28.0,29.976,2.6,0.15
2024-10-18 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,26.0,26.0,1.9,0.15
2024-10-18 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,26.0,26.0,2.3,0.15
2024-10-18 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,25.0,25.0,2.9,0.15
2024-10-18 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,25.0,25.0,3.1,0.15
2024-10-18 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,24.0,24.0,3.0,0.15
2024-10-18 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,24.0,24.0,3.1,0.15
2024-10-18 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,24.0,24.0,3.1,0.15
2024-10-18 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.0,0.15
2024-10-19 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.1,0.15
2024-10-19 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.3,0.15
2024-10-19 02:08:26.541229-04:00,0.274,11.0,0.0,0.388,11.0,22.0,22.197,3.4,0.15
2024-10-19 03:08:26.541229-04:00,3.978,90.0,0.0,4.237,90.0,22.0,23.604,3.8,0.15
2024-10-19 04:08:26.541229-04:00,11.514,251.739,135.0,12.069,190.0,24.0,28.175,4.3,0.15
2024-10-19 05:08:26.541229-04:00,20.725,453.055,303.0,21.64,263.0,25.0,32.41,4.4,0.15
2024-10-19 06:08:26.541229-04:00,27.319,607.656,366.0,28.492,326.0,26.0,36.054,4.3,0.15
2024-10-19 07:08:26.541229-04:00,34.439,779.366,515.0,35.892,329.0,27.0,40.254,4.1,0.15
2024-10-19 08:08:26.541229-04:00,37.123,852.408,516.0,38.681,370.0,28.0,42.906,3.9,0.15
2024-10-19 09:08:26.541229-04:00,38.469,889.575,570.0,40.08,350.0,29.0,44.79,3.8,0.15
2024-10-19 10:08:26.541229-04:00,40.812,937.521,883.0,42.515,135.0,29.0,45.692,3.8,0.15
2024-10-19 11:08:26.541229-04:00,36.815,835.138,858.0,38.361,128.0,29.0,43.887,3.8,0.15
2024-10-19 12:08:26.541229-04:00,30.799,685.84,816.0,32.109,116.0,29.0,41.07,3.9,0.15
2024-10-19 13:08:26.541229-04:00,23.148,503.878,748.0,24.159,100.0,28.0,37.024,3.8,0.15
2024-10-19 14:08:26.541229-04:00,9.072,204.418,179.0,9.53,140.0,27.0,30.923,3.3,0.15
2024-10-19 15:08:26.541229-04:00,3.063,77.398,96.0,3.286,61.0,25.0,26.734,2.3,0.15
2024-10-19 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,1.7,0.15
2024-10-19 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,22.0,22.0,1.7,0.15
2024-10-19 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,22.0,22.0,1.9,0.15
2024-10-19 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.4,0.15
2024-10-19 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.2,0.15
2024-10-19 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.7,0.15
2024-10-19 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,21.0,21.0,3.6,0.15
2024-10-19 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,20.0,20.0,3.2,0.15
2024-10-20 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,19.0,19.0,2.7,0.15
2024-10-20 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,19.0,19.0,2.6,0.15
2024-10-20 02:08:26.541229-04:00,1.151,45.106,215.0,1.299,28.0,19.0,19.767,3.0,0.15
2024-10-20 03:08:26.541229-04:00,9.127,216.374,558.0,9.588,66.0,21.0,24.876,3.6,0.15
2024-10-20 04:08:26.541229-04:00,19.58,420.704,748.0,20.451,80.0,23.0,30.516,3.8,0.15
2024-10-20 05:08:26.541229-04:00,28.395,616.033,844.0,29.611,88.0,25.0,35.859,3.9,0.15
2024-10-20 06:08:26.541229-04:00,35.226,782.793,898.0,36.71,93.0,26.0,39.971,3.8,0.15
2024-10-20 07:08:26.541229-04:00,36.156,819.727,657.0,37.677,246.0,27.0,41.799,3.7,0.15
2024-10-20 08:08:26.541229-04:00,33.972,780.38,417.0,35.406,391.0,28.0,42.484,3.5,0.15
2024-10-20 09:08:26.541229-04:00,22.332,514.698,79.0,23.31,440.0,29.0,38.821,3.3,0.15
2024-10-20 10:08:26.541229-04:00,21.197,489.805,78.0,22.131,419.0,30.0,39.66,3.1,0.15
2024-10-20 11:08:26.541229-04:00,29.499,674.013,418.0,30.758,330.0,29.0,42.586,3.0,0.15
2024-10-20 12:08:26.541229-04:00,24.135,543.779,377.0,25.184,281.0,29.0,40.17,2.9,0.15
2024-10-20 13:08:26.541229-04:00,22.977,503.839,763.0,23.981,93.0,28.0,38.979,2.6,0.15
2024-10-20 14:08:26.541229-04:00,13.422,306.658,644.0,14.051,76.0,27.0,34.402,2.0,0.15
2024-10-20 15:08:26.541229-04:00,3.129,80.264,120.0,3.355,60.0,25.0,27.265,1.2,0.15
2024-10-20 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.9,0.15
2024-10-20 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.9,0.15
2024-10-20 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.9,0.15
2024-10-20 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,1.1,0.15
2024-10-20 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,22.0,22.0,1.6,0.15
2024-10-20 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.4,0.15
2024-10-20 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,21.0,21.0,3.2,0.15
2024-10-20 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,20.0,20.0,3.6,0.15
2024-10-21 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,19.0,19.0,3.6,0.15
2024-10-21 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,19.0,19.0,3.5,0.15
2024-10-21 02:08:26.541229-04:00,0.979,42.674,243.0,1.121,24.0,20.0,20.611,3.8,0.15
2024-10-21 03:08:26.541229-04:00,5.41,123.261,87.0,5.726,100.0,22.0,24.089,4.1,0.15
2024-10-21 04:08:26.541229-04:00,18.938,408.056,721.0,19.783,81.0,24.0,30.88,4.2,0.15
2024-10-21 05:08:26.541229-04:00,27.456,597.441,802.0,28.635,97.0,26.0,36.378,4.0,0.15
2024-10-21 06:08:26.541229-04:00,33.966,760.934,849.0,35.4,110.0,28.0,41.782,3.7,0.15
2024-10-21 07:08:26.541229-04:00,38.496,882.131,866.0,40.108,127.0,29.0,45.706,3.4,0.15
2024-10-21 08:08:26.541229-04:00,33.528,773.611,436.0,34.945,367.0,29.0,43.822,3.3,0.15
2024-10-21 09:08:26.541229-04:00,34.913,810.319,444.0,36.384,391.0,29.0,45.036,3.1,0.15
2024-10-21 10:08:26.541229-04:00,30.936,715.369,328.0,32.252,418.0,29.0,43.634,2.9,0.15
2024-10-21 11:08:26.541229-04:00,27.848,637.182,330.0,29.042,366.0,29.0,42.053,2.9,0.15
2024-10-21 12:08:26.541229-04:00,24.412,547.607,389.0,25.471,277.0,28.0,39.25,2.9,0.15
2024-10-21 13:08:26.541229-04:00,16.795,370.011,285.0,17.557,217.0,27.0,34.619,2.9,0.15
2024-10-21 14:08:26.541229-04:00,9.36,210.837,210.0,9.83,136.0,26.0,30.639,2.5,0.15
2024-10-21 15:08:26.541229-04:00,2.452,60.17,19.0,2.651,57.0,25.0,26.479,1.9,0.15
2024-10-21 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.0,0.15
2024-10-21 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,22.0,22.0,1.9,0.15
2024-10-21 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,21.0,21.0,1.6,0.15
2024-10-21 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,21.0,21.0,1.3,0.15
2024-10-21 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.9,0.15
2024-10-21 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.7,0.15
2024-10-21 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.8,0.15
2024-10-21 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,20.0,20.0,1.1,0.15
2024-10-22 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,19.0,19.0,1.3,0.15
2024-10-22 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,19.0,19.0,1.8,0.15
2024-10-22 02:08:26.541229-04:00,0.739,27.476,36.0,0.871,25.0,20.0,20.511,2.8,0.15
2024-10-22 03:08:26.541229-04:00,5.873,134.807,135.0,6.206,99.0,22.0,24.491,3.5,0.15
2024-10-22 04:08:26.541229-04:00,5.268,119.0,0.0,5.578,119.0,24.0,26.087,3.9,0.15
2024-10-22 05:08:26.541229-04:00,19.267,424.337,248.0,20.126,270.0,26.0,33.444,3.9,0.15
2024-10-22 06:08:26.541229-04:00,33.471,745.735,819.0,34.886,119.0,27.0,40.305,3.8,0.15
2024-10-22 07:08:26.541229-04:00,31.144,706.069,417.0,32.468,343.0,27.0,40.119,3.5,0.15
2024-10-22 08:08:26.541229-04:00,40.778,940.237,871.0,42.48,129.0,28.0,46.371,3.2,0.15
2024-10-22 09:08:26.541229-04:00,41.247,955.448,873.0,42.967,132.0,28.0,47.294,3.0,0.15
2024-10-22 10:08:26.541229-04:00,34.542,797.772,531.0,35.999,317.0,29.0,45.076,3.0,0.15
2024-10-22 11:08:26.541229-04:00,26.917,616.882,307.0,28.075,365.0,30.0,42.217,3.1,0.15
2024-10-22 12:08:26.541229-04:00,29.841,669.414,790.0,31.114,121.0,29.0,42.797,2.9,0.15
2024-10-22 13:08:26.541229-04:00,22.365,490.9,721.0,23.345,105.0,28.0,38.891,2.5,0.15
2024-10-22 14:08:26.541229-04:00,12.81,293.434,588.0,13.416,85.0,27.0,34.54,1.7,0.15
2024-10-22 15:08:26.541229-04:00,3.894,108.978,352.0,4.149,51.0,25.0,28.05,1.1,0.15
2024-10-22 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,1.3,0.15
2024-10-22 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,21.0,21.0,2.0,0.15
2024-10-22 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,20.0,20.0,2.7,0.15
2024-10-22 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,20.0,20.0,3.0,0.15
2024-10-22 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,19.0,19.0,2.7,0.15
2024-10-22 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,19.0,19.0,2.4,0.15
2024-10-22 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,18.0,18.0,2.2,0.15
2024-10-22 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,18.0,18.0,2.0,0.15
2024-10-23 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,18.0,18.0,1.8,0.15
2024-10-23 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,18.0,18.0,2.0,0.15
2024-10-23 02:08:26.541229-04:00,0.689,26.943,31.0,0.82,25.0,20.0,20.529,2.4,0.15
2024-10-23 03:08:26.541229-04:00,7.365,174.442,359.0,7.757,80.0,22.0,25.844,2.4,0.15
2024-10-23 04:08:26.541229-04:00,17.414,380.333,581.0,18.2,119.0,24.0,33.078,2.1,0.15
2024-10-23 05:08:26.541229-04:00,25.612,568.239,690.0,26.719,140.0,27.0,40.316,2.2,0.15
2024-10-23 06:08:26.541229-04:00,32.156,730.523,747.0,33.519,160.0,29.0,44.566,2.7,0.15
2024-10-23 07:08:26.541229-04:00,36.367,839.524,723.0,37.895,211.0,30.0,46.671,3.1,0.15
2024-10-23 08:08:26.541229-04:00,31.771,739.269,354.0,33.12,410.0,31.0,45.153,3.3,0.15
2024-10-23 09:08:26.541229-04:00,11.106,259.304,12.0,11.645,248.0,31.0,35.789,3.5,0.15
2024-10-23 10:08:26.541229-04:00,13.28,308.466,16.0,13.904,294.0,31.0,36.7,3.5,0.15
2024-10-23 11:08:26.541229-04:00,29.723,679.042,442.0,30.991,317.0,30.0,42.828,3.4,0.15
2024-10-23 12:08:26.541229-04:00,24.896,561.081,439.0,25.975,257.0,30.0,40.97,3.2,0.15
2024-10-23 13:08:26.541229-04:00,5.93,137.0,0.0,6.265,137.0,29.0,31.762,3.0,0.15
2024-10-23 14:08:26.541229-04:00,5.073,116.353,1.0,5.375,116.0,28.0,30.523,2.6,0.15
2024-10-23 15:08:26.541229-04:00,2.961,74.074,62.0,3.18,64.0,26.0,27.769,2.0,0.15
2024-10-23 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,24.0,24.0,2.0,0.15
2024-10-23 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.5,0.15
2024-10-23 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.8,0.15
2024-10-23 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.8,0.15
2024-10-23 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.7,0.15
2024-10-23 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,21.0,21.0,2.5,0.15
2024-10-23 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,21.0,21.0,2.2,0.15
2024-10-23 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,20.0,20.0,2.0,0.15
2024-10-24 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,20.0,20.0,1.9,0.15
2024-10-24 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,20.0,20.0,1.8,0.15
2024-10-24 02:08:26.541229-04:00,0.5,20.974,0.0,0.623,21.0,21.0,21.453,1.9,0.15
2024-10-24 03:08:26.541229-04:00,5.361,123.87,103.0,5.674,97.0,23.0,26.049,1.9,0.15
2024-10-24 04:08:26.541229-04:00,10.391,231.576,104.0,10.902,185.0,26.0,31.744,1.9,0.15
2024-10-24 05:08:26.541229-04:00,9.339,212.427,12.0,9.808,205.0,27.0,32.248,1.9,0.15
2024-10-24 06:08:26.541229-04:00,21.509,490.58,170.0,22.455,361.0,28.0,39.636,2.1,0.15
2024-10-24 07:08:26.541229-04:00,25.673,592.667,207.0,26.783,413.0,29.0,42.251,2.4,0.15
2024-10-24 08:08:26.541229-04:00,37.458,876.256,657.0,39.029,266.0,30.0,48.608,2.7,0.15
2024-10-24 09:08:26.541229-04:00,37.863,885.2,638.0,39.45,285.0,30.0,48.148,2.9,0.15
2024-10-24 10:08:26.541229-04:00,36.611,853.121,678.0,38.149,241.0,31.0,48.212,3.0,0.15
2024-10-24 11:08:26.541229-04:00,32.869,755.944,642.0,34.261,231.0,31.0,46.015,3.1,0.15
